original_language,budget,revenue,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,language_encoded
en,44000000,3484331,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,7
en,50000000,111340801,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,7
en,40000000,34227298,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,7
en,43000000,80049764,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,43000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,45000000,50871113,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,43000000,68696770,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,42000000,270248367,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7
en,44000000,48190704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,51070807,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,42000000,201585328,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,42000000,363889678,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,45000000,224834564,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
en,42000000,171963386,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,40000000,70100000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,43000000,158674180,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,31115000,71000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7
en,0,73100172,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,42000000,63781810,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7
en,42000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,32000000,55157539,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,7
en,42000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,32000000,156167015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,42000000,89162162,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,7
en,60000000,56359980,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,48000000,20915465,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7
en,42000000,24127895,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
zh,31000000,177394432,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,36
en,40000000,36893721,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,44000000,12342632,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,42000000,11087569,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,7
fr,33000000,14000000,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
en,41000000,215000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
fr,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
en,65000000,117487473,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,41000000,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7
en,40000000,672806292,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7
en,42000000,46221189,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,41000000,7448385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,8000000,90815558,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,251171807,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,317375031,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,70000000,177841558,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7
en,40000000,332000000,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7
en,40000000,126546825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
en,40000000,571006128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,7
en,38000000,197011982,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7
en,40000000,152266007,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,40000000,190212113,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,149295601,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,7
en,40000000,107458785,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,320170008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
en,40000000,224920315,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,177259441,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,45000000,178262620,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,161834276,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7
en,40000000,244527583,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7
en,40000000,111811453,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,215862692,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7
en,40000000,129540499,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,40000000,95020213,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,128798265,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,40000000,169837010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,120455994,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7
en,35000000,194564672,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,124827316,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,75505856,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,7
en,40000000,124731534,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7
en,40000000,158733820,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,40000000,151161491,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,41000000,91636986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,141069860,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,40000000,205405498,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,7
en,40000000,138259062,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,57000000,147845033,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,20000000,136267476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,196781193,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,40000000,186167139,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7
en,40000000,165478348,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,40000000,91753202,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,7
en,40000000,90029656,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,50000000,170128460,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,40000000,54682547,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7
en,40000000,87840042,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,7
en,35000000,75395048,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,40000000,85412898,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,30000000,130786397,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7
en,40000000,109676311,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7
en,42000000,107670357,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,74597643,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7
en,40000000,120175290,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,40000000,191185897,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,40000000,126248813,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7
en,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,7
en,40000000,92913171,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7
en,40000000,114830111,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,7
en,43000000,91974818,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,7
en,0,51854875,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,84601681,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,40000000,67347013,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7
en,40000000,45916769,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,40000000,141591324,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7
en,36000000,74000000,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,7
en,40000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,41797066,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,7
en,40000000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
en,65000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,40000000,145896422,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7
en,40000000,97552050,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
en,40000000,41863726,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,97138686,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7
en,40000000,96618699,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7
en,38000000,34416893,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7
en,40000000,126069509,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,36037909,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,47000000,157887643,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7
en,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,40000000,55707411,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,30000000,50451307,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,40000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
en,25000000,48063435,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,7
en,40000000,55247881,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,58785180,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,40000000,46442528,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,30199105,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,31670620,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,40000000,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,7
en,75000000,29000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,49627779,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,7
en,40000000,27053815,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,35000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,65754228,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,40000000,62771059,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
en,500000,3000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,24332324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
en,40000000,60965854,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,40000000,38172500,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,7
en,40000000,22433915,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7
en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,40000000,46546197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,45000000,20350754,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,60474340,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7
en,40000000,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,63600000,19412993,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,42000000,180274123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,55000000,14375181,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,46471023,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,16872671,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,40000000,14358033,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7
fr,10000000,173921954,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10
en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,60000000,13395939,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,24719215,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,38000000,28121100,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7
en,40000000,18902015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7
en,40000000,28169671,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7
en,40000000,19322135,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
en,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,45000000,10667893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
en,33000000,20645327,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,7
en,40000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7
en,40000000,10959475,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7
en,50000000,32017803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7
en,40000000,22044277,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,7
en,40000000,13644292,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,40000000,23937870,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
en,20000000,117760134,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7
en,20000000,7563728,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,30000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
zh,40000000,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,36
en,25000000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7
ko,39200000,86758912,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,18
fr,25000000,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10
en,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,94000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7
te,40000000,100000000,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,31
en,39000000,101229792,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,7
en,0,69485490,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,39000000,35287788,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
en,39000000,38869464,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7
en,39000000,6614280,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,39000000,75850624,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7
en,40000000,44907260,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
zh,80341000,127814609,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36
en,30000000,180622424,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,38000000,205298907,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
en,38000000,119723358,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
en,38000000,120000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7
zh,3860000,64076736,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,36
en,38000000,114156230,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
zh,40000000,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,36
en,50000000,73956241,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,38000000,51801187,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,35000000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,38000000,107597242,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
en,53000000,29700000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,7
en,38000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,38000000,58401898,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,7
en,38000000,17380126,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,57000000,16991902,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7
en,10000000,47536959,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,38000000,10300000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,15000000,19629760,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,7
en,38000000,98337295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7
en,37000000,6482195,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7
en,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
en,55000000,17869048,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7
en,32000000,28258060,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,38000000,5410749,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,40000000,9793496,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,38000000,109906372,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
en,37000000,173567581,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,37000000,154026136,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,40000000,79700000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,37000000,163720069,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,37000000,100076342,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7
en,38000000,90247624,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,37000000,48451803,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,30000000,55583804,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,38000000,112343513,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,37000000,95404397,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7
en,37000000,392616625,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,7
en,36000000,102244770,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,65000000,117758500,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,37000000,269994119,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
ru,36500000,21834845,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,27
en,36000000,50159144,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,36000000,160000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,36000000,64572262,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
en,36000000,52424533,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7
en,42000000,32168970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,36000000,44350926,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,37000000,26250020,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7
en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,37000000,96047633,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,7
en,36000000,12532777,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,7
de,36000000,3003296,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
en,37000000,63800345,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,35000000,459270619,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
cn,36000000,156844753,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
en,33000000,310940086,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
en,35000000,411348924,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,35000000,321731527,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,29000000,309208309,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,35000000,147934180,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
en,35000000,117000000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,38000000,252276927,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
en,35000000,326551094,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,35000000,139000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7
en,35000000,173965010,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,35000000,182300000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
en,35000000,69823199,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,35000000,140795793,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
en,35000000,68915888,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,27000000,231976425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,7
en,35000000,126216940,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7
en,35000000,86369815,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
en,35000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
en,35000000,113374103,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7
